blkidfp10,neutral_id,assign_method
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,2,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
,4,centroid
